relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
49302@7_0-49302@7_4,49302@7,Demachy-Gabriel Gabrio,,0.978,"{Demachy,befriends,Sulphart,-LRB-,Gabriel,Gabrio,-RRB-,"","",a,factory,worker,whose,natural,leadership,qualities,have,been,brought,out,by,the,war,"","",and,Breval,-LRB-,Charles,Vanel,-RRB-,"","",a,pastry,chef,turned,corporal,whose,only,comfort,is,the,memory,of,the,wife,he,left,at,home,.}",0,1,4,2,2,"{STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NER_SEQ_[O O O]"",""BETW_L_[nsubj dobj appos]"",""NER_L_3_R_1_[O O O]_[O]"",""NER_L_2_R_1_[O O]_[O]""}","{-2.15061,2.03006,0.994391,0.524644,0.488205,0.449467}"
135656@10_11-135656@10_5,135656@10,Clooney-Tilda Swinton,,0.996,"{Oh,"","",yes,"","",and,Tilda,Swinton,"","",whose,relationship,with,Clooney,is,"","",let,'s,say,"","",more,amicable,than,it,was,in,``,Michael,Clayton,'',.}",11,1,5,2,2,"{""INV_NGRAM_1_[,]"",INV_NGRAM_1_[with],""INV_NER_L_3_R_2_[O O O]_[O O]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NER_L_1_R_2_[O]_[O O]""}","{-1.42472,1.42247,-1.22689,1.17156,-1.149,0.995178}"
NYT_ENG_20080225.0230.LDC2009T13_1147_32-NYT_ENG_20080225.0230.LDC2009T13_1147_26,NYT_ENG_20080225.0230.LDC2009T13_1147,Rick Rubin-Johnny Cash,,1,"{After,becoming,Mira,'s,manager,"","",Snell,contacted,Cash,'s,son,"","",John,Carter,Cash,"","",about,recording,an,album,at,Cash,Cabin,Studio,"","",where,Johnny,Cash,had,recorded,with,producer,Rick,Rubin,beginning,in,1993,.}",32,2,26,2,2,"{INV_KW_IND_[non_married],""INV_BETW_L_[prep_with nsubj]"",INV_NGRAM_1_[with],INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[producer],""INV_NER_L_3_R_2_[O O O]_[DATE DATE]""}","{-2.56873,1.51463,1.42247,-1.149,0.961422,0.880216}"
APW_ENG_20070429.0288.LDC2009T13_116_27-APW_ENG_20070429.0288.LDC2009T13_116_23,APW_ENG_20070429.0288.LDC2009T13_116,William C. Durant-John Jacob Astor,,0.995,"{Among,his,other,subjects,were,Barbara,Stanwyck,"","",French,thinkers,Andre,Malraux,"","",Jean-Paul,Sartre,and,Simone,de,Beauvoir,"","",and,business,leaders,John,Jacob,Astor,and,William,C.,Durant,.}",27,3,23,3,3,"{INV_LEMMA_SEQ_[and],""INV_BETW_L_[conj_and conj_and]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[and],INV_POS_SEQ_[CC]}","{1.68884,-1.25409,1.17156,-1.149,-0.963997,0.821642}"
eng-NG-31-100669-11558581_149_27-eng-NG-31-100669-11558581_149_30,eng-NG-31-100669-11558581_149,Judith Walcutt-David Ossman,t,1,"{Both,the,live,stage,performances,and,the,CD,were,produced,in,association,with,Otherworld,Media,"","",a,multiple,Grammy-nominated,and,international,award-winning,audio,production,team,headed,by,Judith,Walcutt,and,David,Ossman,.}",27,2,30,2,2,"{STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],LEMMA_SEQ_[and],LEMMA_L_1_R_1_[by]_[.],POS_SEQ_[CC],""NER_L_3_R_1_[O O O]_[O]""}","{-2.15061,2.03006,1.56175,-1.55454,0.724491,0.488205}"
APW_ENG_20070518.1215.LDC2009T13_14_0-APW_ENG_20070518.1215.LDC2009T13_14_16,APW_ENG_20070518.1215.LDC2009T13_14,Ryan Phillippe-Reese Witherspoon,t,1,"{Ryan,Phillippe,wants,joint,custody,of,his,children,with,``,Walk,the,Line,'',Oscar,winner,Reese,Witherspoon,.}",0,2,16,2,2,"{LEMMA_L_1_R_1_[.]_[.],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_2_[child with]"",NGRAM_1_[winner],NGRAM_1_[custody]}","{3.2141,-2.15061,2.03006,1.54074,-1.18041,1.17281}"
AFP_ENG_20081107.0037.LDC2009T13_490_23-AFP_ENG_20081107.0037.LDC2009T13_490_9,AFP_ENG_20081107.0037.LDC2009T13_490,Obama-Nancy Reagan,,0.997,"{``,I,did,n't,want,to,get,into,a,Nancy,Reagan,thing,about,"","",you,know,"","",doing,any,seances,"","",'',said,Obama,"","",who,will,regret,his,flippant,remark,given,that,Ronald,Reagan,'s,87-year-old,widow,is,in,poor,health,after,breaking,her,pelvis,.}",23,1,9,2,2,"{""INV_NGRAM_1_[,]"",""INV_NER_SEQ_[O O O O O O O O O O O O]"",""INV_NER_L_3_R_2_[O O O]_[O O]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NER_L_1_R_2_[O]_[O O]""}","{-1.42472,1.29927,-1.22689,1.17156,-1.149,0.995178}"
13084@22_5-13084@22_23,13084@22,Arnold Schwarzenegger-Kennedy,,0.997,"{Its,current,GOP,governor,"","",Arnold,Schwarzenegger,"","",is,a,moderate,of,some,liberal,leanings,who,is,married,to,a,niece,of,President,Kennedy,"","",Maria,Shriver,.}",5,2,23,1,1,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_2_[marry to]"",""NGRAM_1_[,]"",""NER_L_1_R_2_[O]_[O PERSON]""}","{3.68226,-2.15061,2.03006,1.62838,-1.35882,-1.16971}"
LTW_ENG_20071024.0150.LDC2009T13_385_30-LTW_ENG_20071024.0150.LDC2009T13_385_38,LTW_ENG_20071024.0150.LDC2009T13_385,Cindy McCain-John McCain,t,1,"{Elizabeth,Edwards,"","",58,"","",a,veteran,of,one,campaign,with,her,husband,"","",former,Sen.,John,Edwards,"","",four,years,ago,"","",said,that,she,and,fellow,campaign,veteran,Cindy,McCain,"","",53,"","",wife,of,Sen.,John,McCain,"","",were,familiar,with,such,paybacks,.}",30,2,38,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_2_[, wife]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{5.01088,-2.15061,2.03006,1.54812,-1.35882,1.08205}"
79423@14_41-79423@14_5,79423@14,Bushra Ahsan-Aitzaz Ahsan,t,1,"{But,by,Friday,night,"","",Aitzaz,Ahsan,"","",the,chairman,of,the,Supreme,Court,Bar,Association,"","",a,flamboyant,member,of,Parliament,and,one,of,Musharraf,'s,most,caustic,adversaries,"","",was,still,in,prison,in,Rawalpindi,"","",his,wife,"","",Bushra,Ahsan,"","",said,.}",41,2,5,2,2,"{INV_NGRAM_1_[wife],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NER_L_1_R_2_[O]_[O O]"",INV_NGRAM_1_[and],""INV_NGRAM_3_[, he wife]""}","{3.74889,-1.42472,-1.149,0.995178,-0.963997,-0.796515}"
37741@39_26-37741@39_31,37741@39,Frantz-L. Scott Frantz,,1,"{Romney,'s,supporters,say,they,raised,at,least,$,""550,000"",from,the,dinner,he,attended,with,350,guests,on,May,7,at,the,waterfront,home,of,Frantz,and,her,husband,"","",L.,Scott,Frantz,"","",a,financier,who,has,been,a,staunch,backer,of,Republican,causes,.}",26,1,31,3,3,"{NGRAM_1_[husband],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_2_[husband ,]"",""NGRAM_1_[,]"",NGRAM_1_[she]}","{4.84841,-2.15061,2.03006,1.74408,-1.35882,1.35843}"
eng-WL-11-174587-12962223_244_23-eng-WL-11-174587-12962223_244_25,eng-WL-11-174587-12962223_244,Conrad-Heidi Montag,,0.964,"{The,two,also,reportedly,filmed,a,sex,tape,together,"","",rumors,of,which,were,leaked,by,Spencer,Pratt,--,ending,the,friendship,between,Conrad,and,Heidi,Montag,.}",23,1,25,2,2,"{STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],LEMMA_SEQ_[and],LEMMA_L_1_R_1_[between]_[.],POS_SEQ_[CC],BETW_L_[nn]}","{-2.15061,2.03006,1.56175,1.36844,0.724491,-0.692581}"
41866@29_41-41866@29_36,41866@29,Albert Hicks-Hicks,,0.968,"{It,'s,been,that,way,since,1973,"","",when,"","",after,lamenting,over,his,first,paycheck,as,a,high,school,teacher,"","",Benton,decided,he,might,have,gotten,into,the,wrong,line,of,work,and,bought,Hicks,',Hams,from,owner,Albert,Hicks,.}",41,2,36,1,1,"{""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NER_SEQ_[O O O O]"",INV_NGRAM_1_[from],IS_INVERTED,INV_NGRAM_1_[']}","{1.17156,-1.149,0.78833,0.777667,0.57978,0.416017}"
eng-NG-31-141957-9977733_38_22-eng-NG-31-141957-9977733_38_2,eng-NG-31-141957-9977733_38,Cher-Katie Holmes,f,0.999,"{Long,before,Katie,Holmes,or,Nicole,Kidman,"","",even,before,his,first,marriage,to,Mimi,Rogers,"","",Tom,Cruise,paired,up,with,Cher,.}",22,1,2,2,2,"{INV_NGRAM_1_[Tom],INV_NGRAM_1_[marriage],""INV_NGRAM_1_[,]"",INV_NGRAM_1_[with],""INV_NGRAM_2_[marriage to]"",INV_NGRAM_1_[or]}","{-2.06152,1.87293,-1.42472,1.42247,1.35149,-1.19319}"
APW_ENG_20080924.0826.LDC2009T13_108_9-APW_ENG_20080924.0826.LDC2009T13_108_37,APW_ENG_20080924.0826.LDC2009T13_108,Hu Jia-Lidia Yusupova,,0.932,"{He,thought,the,prize,could,go,to,Chinese,activist,Hu,Jia,"","",possibly,together,with,his,wife,Zeng,Jinyan,"","",and,if,not,"","",then,to,Vietnamese,monk,Thich,Quang,Do,or,to,Russian,human,rights,lawyer,Lidia,Yusupova,.}",9,2,37,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[TITLE]_[O],NGRAM_1_[or],""NGRAM_1_[,]"",NGRAM_1_[with]}","{5.01088,-2.15061,1.86495,-1.45951,-1.35882,0.916859}"
95331@86_4-95331@86_0,95331@86,David Eisenhower-B. Julie Nixon,,1,"{B.,Julie,Nixon,married,David,Eisenhower,"","",grandson,of,former,President,Dwight,D.,Eisenhower,"","",on,Dec.,22,"","",1968,"","",in,New,York,City,"","",a,month,before,her,father,was,sworn,into,office,.}",4,2,0,3,3,"{INV_NGRAM_1_[marry],INV_KW_IND_[non_married],""INV_NER_L_3_R_2_[O O O]_[O O]"",""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NER_L_1_R_2_[O]_[O O]""}","{4.10193,-2.56873,-1.22689,1.17156,-1.149,0.995178}"
eng-NG-31-102460-11645102_49_17-eng-NG-31-102460-11645102_49_20,eng-NG-31-102460-11645102_49,Elwin Wilson-John Lewis,,0.999,"{Elwin,Wilson,and,John,Lewis,Nearly,half,a,century,ago,"","",in,a,very,different,America,"","",Elwin,Wilson,and,John,Lewis,met,under,a,veil,of,violence,and,race-inspired,hate,.}",17,2,20,2,2,"{STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],LEMMA_SEQ_[and],POS_SEQ_[CC],""NER_L_2_R_1_[COUNTRY O]_[O]"",""NER_L_3_R_1_[O COUNTRY O]_[O]""}","{-2.15061,2.03006,1.56175,0.724491,-0.61266,-0.568255}"
AFP_ENG_20081121.0027.LDC2009T13_152_15-AFP_ENG_20081121.0027.LDC2009T13_152_5,AFP_ENG_20081121.0027.LDC2009T13_152,Alan Greenspan-Andrea Mitchell,t,1,"{The,report,by,NBC,'s,Andrea,Mitchell,"","",who,is,married,to,former,Fed,chairman,Alan,Greenspan,"","",cheered,depressed,investors,"","",even,though,there,was,no,immediate,confirmation,.}",15,2,5,2,2,"{INV_NGRAM_1_[marry],""INV_NGRAM_2_[marry to]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_3_[be marry to]"",""INV_NER_L_1_R_2_[O]_[O O]""}","{4.10193,1.55948,-1.42472,-1.149,1.14322,0.995178}"
LTW_ENG_20081108.0014.LDC2009T13_63_4-LTW_ENG_20081108.0014.LDC2009T13_63_0,LTW_ENG_20081108.0014.LDC2009T13_63,Maria Shriver-Schwarzenegger,,0.999,"{Schwarzenegger,'s,wife,"","",Maria,Shriver,"","",a,daughter,of,Sargent,Shriver,and,Eunice,Kennedy,Shriver,"","",could,serve,in,a,role,advocating,for,women,and,people,with,special,needs,"","",a,family,member,said,.}",4,2,0,1,1,"{INV_NGRAM_1_[wife],INV_KW_IND_[non_married],""INV_NGRAM_1_[,]"",""INV_BETW_D_[appos DICT_married poss]"",""INV_NGRAM_2_['s wife]"",""INV_NER_L_3_R_2_[O O O]_[O O]""}","{3.74889,-2.56873,-1.42472,1.37382,-1.24354,-1.22689}"
18940@57_0-18940@57_9,18940@57,McCain-Cindy,,1,"{McCain,has,been,married,to,his,second,wife,"","",Cindy,"","",for,almost,30,years,"","",and,his,former,wife,has,been,supportive,of,his,presidential,ambitions,.}",0,1,9,1,1,"{NGRAM_1_[wife],NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_2_[marry to]"",""NGRAM_1_[,]""}","{5.01088,3.68226,-2.15061,2.03006,1.62838,-1.35882}"
eng-WL-107-174567-12932355_13_29-eng-WL-107-174567-12932355_13_0,eng-WL-107-174567-12932355_13,Wolfgang Puck-Anthony,,0.922,"{Anthony,"","",PacificCoastNews.com,Here,is,Tori,Spelling,being,seen,sporting,a,fairly,healthy,post-pregnancy,body,as,she,heads,out,for,a,dinner,date,with,her,hubby,Dean,McDermott,at,Wolfgang,Puck,'s,newest,restaurant,in,L.A.,Tori,'s,latest,bambino,Stella,Doreen,is,just,only,a,few,weeks,old,"","",and,Tori,is,looking,fabulous,in,her,new,mom,figure,.}",29,2,0,1,1,"{INV_NGRAM_1_[hubby],""INV_NGRAM_1_[,]"",INV_NGRAM_1_[with],""INV_NGRAM_2_[she hubby]"",INV_NGRAM_1_[she],""INV_NER_L_3_R_2_[O O O]_[O O]""}","{4.09387,-1.42472,1.42247,1.30095,1.24168,-1.22689}"
eng-WL-11-174595-12968251_671_23-eng-WL-11-174595-12968251_671_0,eng-WL-11-174595-12968251_671,Dina-Dina Lohan,,1,"{Dina,Lohan,and,Michael,Lohan,squared,off,in,court,yesterday,morning,because,Michael,wants,to,get,visitation,rights,to,see,his,children,...,Dina,is,opposed,...,so,it,'s,on,now,"","",bitches,:}",23,1,0,2,2,"{INV_LEMMA_L_1_R_1_[:]_[be],INV_NGRAM_1_[off],""INV_NER_L_3_R_2_[O O O]_[O O]"",INV_NGRAM_1_[Michael],""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True]}","{3.44516,1.46207,-1.22689,-1.20088,1.17156,-1.149}"
eng-WL-11-174574-12937964_598_8-eng-WL-11-174574-12937964_598_5,eng-WL-11-174574-12937964_598,Rihanna-Chris Brown,t,0.996,"{In,the,case,of,the,Chris,Brown,and,Rihanna,-LRB-,Robyn,Fenty,-RRB-,alleged,assault,"","",singer,Chris,Brown,appeared,in,court,on,March,5,on,two,felony,charges,of,criminal,threats,and,assault,and,had,he,arraignment,date,moved,to,April,6,"","",2009,.}",8,1,5,2,2,"{INV_LEMMA_SEQ_[and],""INV_NER_L_3_R_1_[O O O]_[O]"",INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],""INV_NER_L_3_R_3_[O O O]_[O PERSON PERSON]""}","{1.68884,1.17156,-1.149,-0.963997,0.821642,-0.722371}"
NYT_ENG_20071029.0192.LDC2009T13_52_38-NYT_ENG_20071029.0192.LDC2009T13_52_41,NYT_ENG_20071029.0192.LDC2009T13_52,Demi Moore-Mischa Barton,,0.984,"{The,new,guides,are,by,Victoria,Beckham,"","",England,'s,``,poshest,'',expatriate,"","",style,icon,and,wife,of,soccer,superstar,David,Beckham,;,and,Rachel,Zoe,"","",a,Hollywood,stylist,with,a,client,list,that,includes,Demi,Moore,and,Mischa,Barton,.}",38,2,41,2,2,"{STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],LEMMA_SEQ_[and],LEMMA_L_1_R_1_[include]_[.],""BETW_L_[dobj dobj]"",POS_SEQ_[CC]}","{-2.15061,2.03006,1.56175,-1.20893,1.16527,0.724491}"
NYT_ENG_20080922.0040.LDC2009T13_375_0-NYT_ENG_20080922.0040.LDC2009T13_375_13,NYT_ENG_20080922.0040.LDC2009T13_375,Pia Zadora-Meshulam Riklis,t,1,"{Pia,Zadora,"","",the,actress,and,singer,"","",and,her,ex-husband,"","",industrialist,Meshulam,Riklis,"","",are,often,blamed,for,razing,the,original,Pickfair,and,replacing,it,with,a,Venetian-style,palazzo,"","",and,restyling,the,interior,with,ornate,--,if,gaudy,in,places,--,d?cor,.}",0,2,13,2,2,"{NGRAM_1_[ex-husband],STARTS_WITH_CAPITAL_[True_True],NER_L_1_R_1_[O]_[O],""NGRAM_1_[,]"",NGRAM_1_[she],""LEMMA_L_1_R_2_[.]_[, be]""}","{3.37056,-2.15061,2.03006,-1.35882,1.35843,1.30436}"
