relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
APW_ENG_20070702.1247.LDC2009T13_36_26-APW_ENG_20070702.1247.LDC2009T13_36_1,APW_ENG_20070702.1247.LDC2009T13_36,Jin Auh-Salman Rushdie,,0.946,"{``,Salman,Rushdie,has,agreed,to,divorce,his,wife,"","",Padma,Lakshmi,"","",because,of,her,desire,to,end,their,marriage,"","",'',his,representative,"","",Jin,Auh,"","",said,in,a,statement,.}",26,2,1,2,2,"{INV_NGRAM_1_[wife],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she],INV_NGRAM_1_[divorce]}","{1.49919,-0.724749,-0.711062,-0.611938,0.602986,0.5968}"
APW_ENG_20070831.0125.LDC2009T13_113_3-APW_ENG_20070831.0125.LDC2009T13_113_7,APW_ENG_20070831.0125.LDC2009T13_113,Kevin Bacon-Kyra Sedgwick,t,0.962,"{1988,:,actor,Kevin,Bacon,married,actress,Kyra,Sedgwick,.}",3,2,7,2,2,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],W_LEMMA_L_1_R_1_[actor]_[.],NGRAM_1_[actress],""W_NER_L_3_R_1_[DATE O TITLE]_[O]""}","{1.25805,-1.15086,0.912737,0.339162,0.324854,0.278223}"
APW_ENG_20070919.0119.LDC2009T13_16_26-APW_ENG_20070919.0119.LDC2009T13_16_0,APW_ENG_20070919.0119.LDC2009T13_16,Kevin Federline-Britney Spears,t,0.966,"{Britney,Spears,has,been,ordered,to,undergo,random,drug,and,alcohol,testing,twice,a,week,"","",according,to,court,documents,in,her,custody,dispute,with,ex-husband,Kevin,Federline,.}",26,2,0,2,2,"{INV_W_LEMMA_L_1_R_1_[.]_[.],INV_LENGTHS_[3_2],INV_NGRAM_1_[ex-husband],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED}","{1.10988,1.00668,0.945338,-0.724749,-0.711062,-0.611938}"
APW_ENG_20070302.0118.LDC2009T13_382_1-APW_ENG_20070302.0118.LDC2009T13_382_9,APW_ENG_20070302.0118.LDC2009T13_382,Victoria Beckham-David Beckham,t,0.986,"{--,Victoria,Beckham,"","",the,wife,of,soccer,star,David,Beckham,"","",on,her,upcoming,reality,TV,show,about,her,family,'s,much-publicized,move,to,Los,Angeles,.}",1,2,9,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]""}","{1.32574,-1.15086,0.982253,0.82894,-0.801364,0.624074}"
APW_ENG_20070706.0865.LDC2009T13_32_12-APW_ENG_20070706.0865.LDC2009T13_32_3,APW_ENG_20070706.0865.LDC2009T13_32,Eva Longoria-Tony Parker,t,0.928,"{Professional,basketball,player,Tony,Parker,was,marrying,``,Desperate,Housewives,'',star,Eva,Longoria,at,a,civil,ceremony,in,Paris,on,Friday,--,a,prelude,to,their,expected,star-studded,weekend,wedding,bash,at,a,lavish,and,storied,chateau,.}",12,2,3,2,2,"{INV_NGRAM_1_[marry],INV_LENGTHS_[2_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O O O O]"",INV_NGRAM_1_[``]}","{1.3141,0.944336,-0.711062,-0.611938,0.333253,-0.204695}"
APW_ENG_20080108.0060.LDC2009T13_29_13-APW_ENG_20080108.0060.LDC2009T13_29_9,APW_ENG_20080108.0060.LDC2009T13_29,Keith Urban-Nicole Kidman,t,0.948,"{In,a,brief,statement,"","",publicist,Catherine,Olim,said,Nicole,Kidman,and,husband,Keith,Urban,are,expecting,a,baby,and,``,the,couple,are,thrilled,.,''}",13,2,9,2,2,"{INV_NGRAM_1_[husband],INV_LENGTHS_[2_2],""INV_POS_SEQ_[CC NN]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O]""}","{1.50661,0.944336,0.771935,-0.711062,-0.611938,0.489855}"
APW_ENG_20070720.0108.LDC2009T13_285_2-APW_ENG_20070720.0108.LDC2009T13_285_12,APW_ENG_20070720.0108.LDC2009T13_285,Jennifer Lopez-Cris Judd,t,0.922,"{2002,:,Jennifer,Lopez,filed,for,divorce,from,her,second,husband,"","",Cris,Judd,.}",2,2,12,2,2,"{NGRAM_1_[husband],STARTS_WITH_CAPITAL_[True_True],""NGRAM_1_[,]"",NGRAM_1_[she],NGRAM_1_[divorce],""NGRAM_2_[divorce from]""}","{1.56642,-1.15086,-0.801364,0.654292,0.573445,0.474012}"
APW_ENG_20041024.0131.LDC2007T07_6_9-APW_ENG_20041024.0131.LDC2007T07_6_0,APW_ENG_20041024.0131.LDC2007T07_6,Eduard Shevardnadze-Nanuli Shevardnadze,t,0.992,"{Nanuli,Shevardnadze,"","",wife,of,the,former,Georgian,President,Eduard,Shevardnadze,"","",was,buried,Sunday,on,the,grounds,of,her,husband,'s,state,residence,.}",9,2,0,2,2,"{INV_NGRAM_1_[wife],""INV_BETW_D_[prep_of DICT_married appos]"",""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],""INV_NGRAM_2_[wife of]"",IS_INVERTED}","{1.49919,0.835743,-0.724749,-0.711062,0.657719,-0.611938}"
APW_ENG_20070126.0839.LDC2009T13_24_0-APW_ENG_20070126.0839.LDC2009T13_24_8,APW_ENG_20070126.0839.LDC2009T13_24,Eleanor McGovern-George McGovern,t,0.95,"{Eleanor,McGovern,"","",the,wife,of,former,Sen.,George,McGovern,"","",died,Thursday,"","",according,to,a,funeral,home,.}",0,2,8,2,2,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_1_[,]"",""NGRAM_2_[wife of]"",""BETW_[appos wife prep_of]""}","{1.32574,-1.15086,0.82894,-0.801364,0.624074,0.560593}"
APW_ENG_20071024.0066.LDC2009T13_487_0-APW_ENG_20071024.0066.LDC2009T13_487_6,APW_ENG_20071024.0066.LDC2009T13_487,Tori Spelling-Dean McDermott,t,0.968,"{Tori,Spelling,and,her,husband,"","",Dean,McDermott,"","",whose,San,Diego,County,bed-and-breakfast,is,featured,on,their,Oxygen,channel,show,``,Tori,&,Dean,:,Inn,Love,"","",'',learned,Monday,that,the,Fallbrook,-,area,B&B,had,been,evacuated,"","",along,with,the,town,.}",0,2,6,2,2,"{NGRAM_1_[husband],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[2_2],""NGRAM_1_[,]"",NGRAM_1_[she],""NER_SEQ_[O O O O]""}","{1.56642,-1.15086,0.912737,-0.801364,0.654292,0.523402}"
APW_ENG_20070620.0962.LDC2009T13_21_9-APW_ENG_20070620.0962.LDC2009T13_21_2,APW_ENG_20070620.0962.LDC2009T13_21,Hillary Rodham Clinton-Bill Clinton,t,0.98,"{Former,President,Bill,Clinton,and,his,wife,"","",Sen.,Hillary,Rodham,Clinton,"","",will,join,Mariah,Carey,and,others,as,honorees,at,the,VH1,Save,The,Music,Foundation,'s,10th-anniversary,gala,in,September,.}",9,3,2,2,2,"{INV_NGRAM_1_[wife],INV_LENGTHS_[4_2],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O O]""}","{1.49919,1.14067,-0.724749,-0.711062,-0.611938,0.495016}"
APW_ENG_20080105.0146.LDC2009T13_18_25-APW_ENG_20080105.0146.LDC2009T13_18_0,APW_ENG_20080105.0146.LDC2009T13_18,Kevin Federline-Britney Spears,t,0.92,"{Britney,Spears,was,derailed,yet,again,in,her,struggle,to,get,her,life,back,on,track,"","",losing,custody,of,her,two,sons,to,ex-husband,Kevin,Federline,after,being,hauled,off,to,a,hospital,for,observation,by,paramedics,and,police,.}",25,2,0,2,2,"{INV_KW_IND_[non_married],INV_LENGTHS_[3_2],INV_NGRAM_1_[ex-husband],INV_NGRAM_1_[son],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True]}","{-1.05879,1.00668,0.945338,-0.734209,-0.724749,-0.711062}"
APW_ENG_20070206.1719.LDC2009T13_21_17-APW_ENG_20070206.1719.LDC2009T13_21_0,APW_ENG_20070206.1719.LDC2009T13_21,Jordan Bratman-Christina Aguilera,t,0.908,"{Christina,Aguilera,has,no,problem,showing,skin,--,especially,on,weekends,with,her,husband,"","",music,executive,Jordan,Bratman,.}",17,2,0,2,2,"{INV_NGRAM_1_[husband],INV_W_LEMMA_L_1_R_1_[.]_[.],INV_LENGTHS_[2_3],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED}","{1.50661,1.10988,1.05043,-0.724749,-0.711062,-0.611938}"
AFP_ENG_20070414.0183.LDC2009T13_435_10-AFP_ENG_20070414.0183.LDC2009T13_435_0,AFP_ENG_20070414.0183.LDC2009T13_435,Guy Ritchie-David,f,0.942,"{David,now,lives,with,Madonna,and,her,British,filmamker,husband,Guy,Ritchie,.}",10,2,0,1,1,"{INV_NGRAM_1_[husband],INV_W_LEMMA_L_1_R_1_[.]_[.],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she],INV_NGRAM_1_[with]}","{1.50661,1.10988,-0.711062,-0.611938,0.602986,0.469734}"
95331@86_0-95331@86_4,95331@86,B. Julie Nixon-David Eisenhower,,0.952,"{B.,Julie,Nixon,married,David,Eisenhower,"","",grandson,of,former,President,Dwight,D.,Eisenhower,"","",on,Dec.,22,"","",1968,"","",in,New,York,City,"","",a,month,before,her,father,was,sworn,into,office,.}",0,3,4,2,2,"{NGRAM_1_[marry],STARTS_WITH_CAPITAL_[True_True],KW_IND_[non_married],LENGTHS_[2_3],NER_SEQ_[O],KW_[nsubj]_[dobj]}","{1.25805,-1.15086,-1.09802,0.840363,0.426275,0.326186}"
eng-WL-11-174595-12967828_100_47-eng-WL-11-174595-12967828_100_16,eng-WL-11-174595-12967828_100,Kevin Federline-Britney Spears,t,0.928,"{Now,it,appears,that,the,dream,is,over,...,despite,rampant,rumors,on,the,contrary,"","",Britney,Spears,sat,down,with,Matt,Lauer,for,a,Dateline,interview,"","",set,to,air,this,coming,Thursday,"","",to,talk,about,the,rumors,surrounding,the,end,of,her,marriage,to,Kevin,Federline,...,here,are,a,few,screencaps,from,the,interview,:}",47,2,16,2,2,"{INV_LENGTHS_[3_2],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she],INV_NGRAM_1_[with]}","{1.00668,-0.724749,-0.711062,-0.611938,0.602986,0.469734}"
LTW_ENG_20071025.0030.LDC2009T13_844_37-LTW_ENG_20071025.0030.LDC2009T13_844_23,LTW_ENG_20071025.0030.LDC2009T13_844,John Gregory Dunne-Didion,,0.922,"{To,prepare,for,the,role,"","",Berry,read,Joan,Didion,'s,Pulitzer,Prize-winning,memoir,``,The,Year,of,Magical,Thinking,"","",'',about,Didion,'s,own,struggle,to,recover,from,the,sudden,death,of,her,husband,"","",John,Gregory,Dunne,.}",37,3,23,1,1,"{INV_NGRAM_1_[husband],""INV_NGRAM_1_[,]"",INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[she],""INV_NGRAM_2_[of she]""}","{1.50661,-0.724749,-0.711062,-0.611938,0.602986,0.350192}"
eng-WL-11-174592-12943229_11_1-eng-WL-11-174592-12943229_11_18,eng-WL-11-174592-12943229_11,Emilie de Ravin-Josh Janowicz,t,0.98,"{Actress,Emilie,de,Ravin,who,plays,Claire,on,ABC,'s,hit,series,LOST,has,separated,from,her,husband,Josh,Janowicz,after,six,months,of,marriage,.}",1,3,18,2,2,"{NGRAM_1_[husband],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],NGRAM_1_[she],""W_NER_L_2_R_1_[O TITLE]_[O]"",NGRAM_1_[from]}","{1.56642,-1.15086,0.982253,0.654292,0.254298,0.200287}"
NYT_ENG_20070323.0204.LDC2009T13_540_9-NYT_ENG_20070323.0204.LDC2009T13_540_30,NYT_ENG_20070323.0204.LDC2009T13_540,Marjorie Guthrie-Huntington,,0.902,"{In,the,late,1960s,"","",Wexler,joined,forces,with,Marjorie,Guthrie,"","",wife,of,the,songwriter,Woody,Guthrie,"","",who,had,died,of,the,disease,"","",to,help,others,with,Huntington,'s,.}",9,2,30,1,1,"{NGRAM_1_[wife],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],""NGRAM_1_[,]"",""NGRAM_2_[wife of]"",NGRAM_1_[with]}","{1.32574,-1.15086,0.982253,-0.801364,0.624074,0.400831}"
