p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
00ecdbe4-a8aa-4fcf-a404-fcd57717a92b_168_2_2,00ecdbe4-a8aa-4fcf-a404-fcd57717a92b_168_4_4,00ecdbe4-a8aa-4fcf-a404-fcd57717a92b,168,,0.992,"{pic.twitter.com/esKO4zR4x4,Pope,Francis,and,Kirchner,have,had,a,long,--,and,sometimes,difficult,--,relationship,.}",Francis,2,2,Kirchner,4,4,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_3_[. pic.twitter.com/esko4zr4x4 Pope]_[have have a]"",""W_LEMMA_L_1_R_2_[Pope]_[have have]"",""W_LEMMA_L_2_R_2_[pic.twitter.com/esko4zr4x4 Pope]_[have have]"",""W_LEMMA_L_1_R_3_[Pope]_[have have a]"",W_LEMMA_L_1_R_1_[Pope]_[have],""W_LEMMA_L_2_R_3_[pic.twitter.com/esko4zr4x4 Pope]_[have have a]"",""W_LEMMA_L_3_R_1_[. pic.twitter.com/esko4zr4x4 Pope]_[have]"",""W_LEMMA_L_3_R_2_[. pic.twitter.com/esko4zr4x4 Pope]_[have have]"",""W_LEMMA_L_2_R_1_[pic.twitter.com/esko4zr4x4 Pope]_[have]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0,0}"
3bd5506f-85db-40f9-9485-05b5fcee7fb0_4_10_11,3bd5506f-85db-40f9-9485-05b5fcee7fb0_4_13_14,3bd5506f-85db-40f9-9485-05b5fcee7fb0,4,,0.982,"{With,these,awards,to,journalists,also,distinguish,Jordi,Évole,"","",María,Escario,and,Yusan,Acha,"","",first,vitoriano,that,achieves,this,recognition,.}",María Escario,10,11,Yusan Acha,13,14,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[,]_[,]"",""W_NER_L_2_R_1_[PERSON O]_[O]"",LENGTHS_[2_2],""BETW_L_[conj_and conj_and]"",""W_NER_L_3_R_1_[PERSON PERSON O]_[O]"",""W_NER_L_1_R_2_[O]_[O ORDINAL]"",""W_NER_L_1_R_3_[O]_[O ORDINAL O]"",""W_NER_L_2_R_3_[PERSON O]_[O ORDINAL O]"",""W_NER_L_2_R_2_[PERSON O]_[O ORDINAL]"",""W_NER_L_3_R_2_[PERSON PERSON O]_[O ORDINAL]"",""W_NER_L_3_R_3_[PERSON PERSON O]_[O ORDINAL O]"",""W_LEMMA_L_2_R_3_[Évole ,]_[, first vitoriano]"",""W_LEMMA_L_2_R_1_[Évole ,]_[,]"",""W_LEMMA_L_3_R_3_[Jordi Évole ,]_[, first vitoriano]"",""W_LEMMA_L_3_R_2_[Jordi Évole ,]_[, first]"",""W_LEMMA_L_2_R_2_[Évole ,]_[, first]"",""W_LEMMA_L_1_R_2_[,]_[, first]"",""BETW_[conj_and Évole conj_and]"",""BETW_D_[conj_and Évole conj_and]"",""W_LEMMA_L_1_R_3_[,]_[, first vitoriano]"",""W_LEMMA_L_3_R_1_[Jordi Évole ,]_[,]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.464041,-0.248478,0.223318,0.215372,-0.133091,0.0754389,0.0689574,0.00432995,0.00432862,-1.32834e-06,0,0,0,0,0,0,0,0,0,0,0}"
8cef8057-a25f-4c35-9212-13218a0617b8_8_24_24,8cef8057-a25f-4c35-9212-13218a0617b8_8_26_26,8cef8057-a25f-4c35-9212-13218a0617b8,8,,0.997,"{-LRB-,REWIND,:,PHOTOGRAPHER,HONORS,SISTER,'S,MEMORIES,IN,RECREATED,WEDDING,PORTRAITS,-RRB-,Image,Via,Screen,Grab,Photographed,by,Raiz,Fofografia,in,Brazil,"","",Rafael,and,Raisinha,recreated,16,photographs,from,the,original,photo,shoot,.}",Rafael,24,24,Raisinha,26,26,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_1],""W_NER_L_3_R_1_[O LOCATION O]_[O]"",""W_NER_L_1_R_3_[O]_[O NUMBER O]"",""BETW_L_[conj_and conj_and]"",""W_NER_L_1_R_2_[O]_[O NUMBER]"",""W_NER_L_2_R_1_[LOCATION O]_[O]"",""W_NER_L_3_R_3_[O LOCATION O]_[O NUMBER O]"",""W_NER_L_3_R_2_[O LOCATION O]_[O NUMBER]"",""W_NER_L_2_R_2_[LOCATION O]_[O NUMBER]"",""W_NER_L_2_R_3_[LOCATION O]_[O NUMBER O]"",""W_LEMMA_L_1_R_3_[,]_[recreate _NUMBER photograph]"",""W_LEMMA_L_3_R_3_[in Brazil ,]_[recreate _NUMBER photograph]"",""W_LEMMA_L_2_R_3_[Brazil ,]_[recreate _NUMBER photograph]"",""BETW_D_[conj_and Brazil conj_and]"",""W_LEMMA_L_2_R_2_[Brazil ,]_[recreate _NUMBER]"",""BETW_[conj_and Brazil conj_and]"",""W_LEMMA_L_2_R_1_[Brazil ,]_[recreate]"",""W_LEMMA_L_3_R_1_[in Brazil ,]_[recreate]"",""W_LEMMA_L_1_R_2_[,]_[recreate _NUMBER]"",""W_LEMMA_L_1_R_1_[,]_[recreate]"",""W_LEMMA_L_3_R_2_[in Brazil ,]_[recreate _NUMBER]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.327916,0.306903,0.268644,0.215372,0.180469,0.166371,0.00521455,0.00303668,-0.00201913,0.000158746,0,0,0,0,0,0,0,0,0,0,0}"
b691f2ef-c9c4-446c-a082-8fb5c7d07ed6_7_2_2,b691f2ef-c9c4-446c-a082-8fb5c7d07ed6_7_0_0,b691f2ef-c9c4-446c-a082-8fb5c7d07ed6,7,,0.992,"{Westfeldt,and,Hamm,had,been,together,for,18,years,but,on,September,7,"","",the,couple,announced,their,decision,to,end,their,relationship,.}",Hamm,2,2,Westfeldt,0,0,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[0_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_LEMMA_L_1_R_2_[.]_[have be]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[.]_[have],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_LEMMA_L_1_R_3_[.]_[have be together]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_LEMMA_L_3_R_1_[they relationship .]_[have]"",""INV_W_LEMMA_L_2_R_1_[relationship .]_[have]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_3_[they relationship .]_[have be together]"",""INV_W_LEMMA_L_2_R_3_[relationship .]_[have be together]"",""INV_W_LEMMA_L_3_R_2_[they relationship .]_[have be]"",""INV_W_LEMMA_L_2_R_2_[relationship .]_[have be]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.491068,0.334665,0.330707,0.324957,-0.282554,0.240517,0.213789,-0.181359,-0.156288,0.145044,0.055645,-0.0407692,0.020562,0.0105098,0.00925519,-0.00692411,-0.00692411,0.00138261,0,0,0,0}"
604bfee2-ab69-4e28-9f8d-9afcc4070b8d_9_0_0,604bfee2-ab69-4e28-9f8d-9afcc4070b8d_9_2_2,604bfee2-ab69-4e28-9f8d-9afcc4070b8d,9,,0.998,"{Roger,and,Margaret,are,the,first,husband,and,wife,to,achieve,the,feat,since,the,competition,'s,inception,in,199,He,and,his,wife,have,a,total,of,129,years,membership,at,Moortown,between,them,"","",Margaret,the,senior,of,the,two,with,74,years,compared,to,Roger,'s,`,modest,55,.}",Roger,0,0,Margaret,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_NER_L_2_R_1_[NUMBER O]_[O]"",BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_3_R_1_[O NUMBER O]_[O]"",""W_NER_L_1_R_3_[O]_[O O ORDINAL]"",W_LEMMA_L_1_R_1_[.]_[be],""W_LEMMA_L_1_R_2_[.]_[be the]"",""W_LEMMA_L_2_R_1_[_NUMBER .]_[be]"",""W_NER_L_2_R_2_[NUMBER O]_[O O]"",""W_NER_L_2_R_3_[NUMBER O]_[O O ORDINAL]"",""W_NER_L_3_R_3_[O NUMBER O]_[O O ORDINAL]"",""W_LEMMA_L_2_R_2_[_NUMBER .]_[be the]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_NER_L_3_R_2_[O NUMBER O]_[O O]"",""W_LEMMA_L_1_R_3_[.]_[be the first]"",""W_LEMMA_L_2_R_3_[_NUMBER .]_[be the first]"",""W_LEMMA_L_3_R_1_[modest _NUMBER .]_[be]"",""W_LEMMA_L_3_R_3_[modest _NUMBER .]_[be the first]"",""W_LEMMA_L_3_R_2_[modest _NUMBER .]_[be the]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.341019,0.329788,-0.327916,0.325916,0.324841,-0.229888,0.133854,-0.133804,0.117906,0.0943846,-0.088963,-0.0188336,-0.0188336,-0.0181043,-0.00337211,0.00257314,8.20935e-06,0,0,0,0}"
68a8ffd2-0c58-45af-9e9f-fb4d048cf487_9_13_14,68a8ffd2-0c58-45af-9e9f-fb4d048cf487_9_16_17,68a8ffd2-0c58-45af-9e9f-fb4d048cf487,9,,0.993,"{This,time,"","",it,'s,appearing,as,one,"","",feature-length,drama,"","",with,Holliday,Grainger,and,Richard,Madden,in,the,lead,roles,.}",Holliday Grainger,13,14,Richard Madden,16,17,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",LENGTHS_[3_2],""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",W_LEMMA_L_1_R_1_[with]_[in],""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[with]_[in the]"",""W_LEMMA_L_3_R_2_[drama , with]_[in the]"",""W_LEMMA_L_3_R_3_[drama , with]_[in the lead]"",""W_LEMMA_L_1_R_3_[with]_[in the lead]"",""W_LEMMA_L_2_R_3_[, with]_[in the lead]"",""W_LEMMA_L_3_R_1_[drama , with]_[in]"",""W_LEMMA_L_2_R_1_[, with]_[in]"",""W_LEMMA_L_2_R_2_[, with]_[in the]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.135636,-0.0915892,0.0691858,0.0456837,-0.0403313,0.0230933,-0.00337211,-3.94056e-07,0,0,0,0,0,0,0}"
85aa542d-3924-4754-a042-e1965cd59ae9_2_16_16,85aa542d-3924-4754-a042-e1965cd59ae9_2_14_14,85aa542d-3924-4754-a042-e1965cd59ae9,2,,0.999,"{The,former,s,portsman,and,style,icon,is,helping,to,develop,Savile,Row,brand,Kent,and,Curwen,as,part,of,his,partnership,with,Global,Brands,Group,"","",and,now,David,has,allegedly,turned,to,Jennifer,Aniston,'s,new,husband,to,give,the,line,an,edgy,feel,.}",Curwen,16,16,Kent,14,14,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_0],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[MISC O]_[O]"",""INV_W_NER_L_2_R_3_[MISC O]_[O O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_2_R_2_[MISC O]_[O O]"",""INV_W_NER_L_3_R_3_[MISC MISC O]_[O O O]"",""INV_W_NER_L_3_R_2_[MISC MISC O]_[O O]"",""INV_W_NER_L_3_R_1_[MISC MISC O]_[O]"",""INV_BETW_L_[conj_and dobj]"",""INV_W_LEMMA_L_2_R_3_[Row brand]_[as part of]"",""INV_W_LEMMA_L_2_R_2_[Row brand]_[as part]"",""INV_BETW_[conj_and develop dobj]"",INV_W_LEMMA_L_1_R_1_[brand]_[as],""INV_W_LEMMA_L_3_R_3_[Savile Row brand]_[as part of]"",""INV_W_LEMMA_L_3_R_1_[Savile Row brand]_[as]"",""INV_W_LEMMA_L_1_R_2_[brand]_[as part]"",""INV_BETW_D_[conj_and develop dobj]"",""INV_W_LEMMA_L_1_R_3_[brand]_[as part of]"",""INV_W_LEMMA_L_3_R_2_[Savile Row brand]_[as part]"",""INV_W_LEMMA_L_2_R_1_[Row brand]_[as]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.378807,-0.282554,0.240517,0.12155,0.0851392,-0.0407692,0.0216358,0.0146184,0.0139164,-0.00648743,0.00439469,0,0,0,0,0,0,0,0,0,0,0}"
b9c75201-f466-41da-8dd1-1013d1bc66fd_198_8_9,b9c75201-f466-41da-8dd1-1013d1bc66fd_198_11_12,b9c75201-f466-41da-8dd1-1013d1bc66fd,198,,0.969,"{Obviously,"","",if,they,directly,or,indirectly,criticize,Srila,Prabhupada,or,Srila,Prabhupada,'s,movement,"","",or,attack,Srila,Prabhupada,or,his,movement,"","",we,have,to,defend,Srila,Prabhupada,.}",Srila Prabhupada,8,9,Srila Prabhupada,11,12,"{NER_SEQ_[O],POS_SEQ_[CC],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[or],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",LENGTHS_[3_3],""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""BETW_L_[conj_or poss]"",""W_LEMMA_L_3_R_1_[or indirectly criticize]_['s]"",""BETW_D_[conj_or movement poss]"",""W_LEMMA_L_3_R_2_[or indirectly criticize]_['s movement]"",""W_LEMMA_L_3_R_3_[or indirectly criticize]_['s movement ,]"",""W_LEMMA_L_1_R_2_[criticize]_['s movement]"",""W_LEMMA_L_2_R_1_[indirectly criticize]_['s]"",""W_LEMMA_L_1_R_3_[criticize]_['s movement ,]"",""W_LEMMA_L_2_R_3_[indirectly criticize]_['s movement ,]"",""W_LEMMA_L_2_R_2_[indirectly criticize]_['s movement]"",W_LEMMA_L_1_R_1_[criticize]_['s],""BETW_[conj_or movement poss]"",WORD_SEQ_[or],LEMMA_SEQ_[or]}","{2.9128,1.97968,-1.87337,-0.692339,-0.685138,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0283674,0.0230933,-0.00337211,-0.00109935,0,0,0,0,0,0,0,0,0,0,0,0,0}"
46831582-936f-4cbc-b11d-caf4c28b821d_23_14_14,46831582-936f-4cbc-b11d-caf4c28b821d_23_12_12,46831582-936f-4cbc-b11d-caf4c28b821d,23,,0.992,"{It,'s,going,to,be,very,interesting,to,see,where,Kelley,"","",Scott,and,Haywood,go,next,as,a,trio,"","",but,their,enthusiasm,and,skill,at,entertaining,a,crowd,was,very,much,in,play,Friday,night,as,they,look,forward,to,what,should,be,a,very,exciting,phase,of,their,career,.}",Haywood,14,14,Scott,12,12,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[PERSON O]_[O]"",""INV_W_NER_L_2_R_3_[PERSON O]_[O O O]"",""INV_BETW_L_[conj_and conj_and]"",""INV_W_NER_L_3_R_3_[O PERSON O]_[O O O]"",""INV_W_NER_L_3_R_1_[O PERSON O]_[O]"",""INV_W_NER_L_2_R_2_[PERSON O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O PERSON O]_[O O]"",""INV_W_LEMMA_L_1_R_1_[,]_[go]"",""INV_W_LEMMA_L_2_R_2_[Kelley ,]_[go next]"",""INV_BETW_D_[conj_and Kelley conj_and]"",""INV_W_LEMMA_L_2_R_1_[Kelley ,]_[go]"",""INV_BETW_[conj_and Kelley conj_and]"",""INV_W_LEMMA_L_3_R_2_[where Kelley ,]_[go next]"",""INV_W_LEMMA_L_1_R_3_[,]_[go next as]"",""INV_W_LEMMA_L_1_R_2_[,]_[go next]"",""INV_W_LEMMA_L_3_R_3_[where Kelley ,]_[go next as]"",""INV_W_LEMMA_L_2_R_3_[Kelley ,]_[go next as]"",""INV_W_LEMMA_L_3_R_1_[where Kelley ,]_[go]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,-0.282554,0.240517,-0.20124,-0.182793,0.121314,-0.073407,-0.0502434,-0.044868,-0.0407692,-0.0271808,-0.0082576,0,0,0,0,0,0,0,0,0,0}"
77cfbffc-e52a-475b-9c4e-0b9366a567fa_11_2_2,77cfbffc-e52a-475b-9c4e-0b9366a567fa_11_0_0,77cfbffc-e52a-475b-9c4e-0b9366a567fa,11,,0.993,"{Michael,and,Jenn,have,five,children,and,two,grandchildren,.}",Jenn,2,2,Michael,0,0,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[0_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O NUMBER O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_1_[NUMBER O O]_[O]"",""INV_W_NER_L_1_R_2_[O]_[O NUMBER]"",INV_W_LEMMA_L_1_R_1_[.]_[have],""INV_W_NER_L_2_R_3_[O O]_[O NUMBER O]"",""INV_W_NER_L_3_R_3_[NUMBER O O]_[O NUMBER O]"",""INV_W_NER_L_3_R_2_[NUMBER O O]_[O NUMBER]"",""INV_W_NER_L_2_R_2_[O O]_[O NUMBER]"",""INV_W_LEMMA_L_1_R_3_[.]_[have five child]"",""INV_W_LEMMA_L_1_R_2_[.]_[have five]"",""INV_W_LEMMA_L_3_R_2_[two grandchild .]_[have five]"",""INV_W_LEMMA_L_3_R_3_[two grandchild .]_[have five child]"",""INV_W_LEMMA_L_3_R_1_[two grandchild .]_[have]"",""INV_W_LEMMA_L_2_R_1_[grandchild .]_[have]"",""INV_W_LEMMA_L_2_R_2_[grandchild .]_[have five]"",""INV_W_LEMMA_L_2_R_3_[grandchild .]_[have five child]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.491068,0.334665,0.330707,0.324957,-0.282554,0.269072,-0.181359,0.177028,0.15973,0.145044,0.108755,-0.105658,-0.105658,0.0532457,0.0022525,0.0022525,0,0,0,0,0,0}"
adf7de91-6067-4113-b9c1-371db01482a5_6_17_18,adf7de91-6067-4113-b9c1-371db01482a5_6_20_21,adf7de91-6067-4113-b9c1-371db01482a5,6,,0.997,"{But,with,the,sun,out,and,the,track,beginning,to,dry,"","",the,Toro,Rosso,pair,of,Max,Verstappen,and,Carlos,Sainz,were,the,first,to,make,the,move,from,intermediates,to,slicks,with,30,minutes,of,the,one-hour,session,gone,.}",Max Verstappen,17,18,Carlos Sainz,20,21,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_NER_L_3_R_1_[PERSON O O]_[O]"",BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],LENGTHS_[2_2],""W_NER_L_3_R_2_[PERSON O O]_[O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_1_R_3_[O]_[O O ORDINAL]"",""W_NER_L_2_R_3_[O O]_[O O ORDINAL]"",""W_NER_L_2_R_2_[O O]_[O O]"",W_LEMMA_L_1_R_1_[of]_[be],""W_NER_L_3_R_3_[PERSON O O]_[O O ORDINAL]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[of]_[be the]"",""W_LEMMA_L_2_R_3_[pair of]_[be the first]"",""W_LEMMA_L_3_R_2_[Rosso pair of]_[be the]"",""W_LEMMA_L_2_R_2_[pair of]_[be the]"",""W_LEMMA_L_2_R_1_[pair of]_[be]"",""W_LEMMA_L_3_R_3_[Rosso pair of]_[be the first]"",""W_LEMMA_L_1_R_3_[of]_[be the first]"",""W_LEMMA_L_3_R_1_[Rosso pair of]_[be]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.409638,0.329788,0.325916,0.324841,0.223318,-0.158015,-0.144905,0.133854,0.125502,0.0691858,0.0515906,0.00530644,-0.00337211,-0.000192333,0,0,0,0,0,0,0}"
79c4a160-1e2a-49cb-9d2f-caff01d90d3c_12_39_41,79c4a160-1e2a-49cb-9d2f-caff01d90d3c_12_36_37,79c4a160-1e2a-49cb-9d2f-caff01d90d3c,12,,0.999,"{Match,Point,-LRB-,2005,-RRB-,Scarlett,Johansson,Scarlett,Johansson,in,Match,Point,-LRB-,2005,-RRB-,Allen,referenced,a,similar,plotline,to,his,1989,picture,"","",Crimes,and,Misdemeanors,in,the,2005,drama,"","",Match,Point,starring,Scarlett,Johansson,and,Jonathan,Rhys,Meyers,.}",Jonathan Rhys Meyers,39,41,Scarlett Johansson,36,37,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[O O]_[O]"",INV_LENGTHS_[4_3],INV_W_LEMMA_L_1_R_1_[star]_[.],""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_1_[Match Point star]_[.]"",""INV_W_LEMMA_L_2_R_1_[Point star]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,-0.181359,-0.0425293,-0.0303197,0.00138261,0,0}"
8335913f-fc11-4f19-9a97-38096bca8ef1_4_3_4,8335913f-fc11-4f19-9a97-38096bca8ef1_4_0_1,8335913f-fc11-4f19-9a97-38096bca8ef1,4,,0.993,"{Bill,Condon,and,Danny,Strong,have,written,the,script,;,the,film,is,scheduled,to,start,shooting,in,March,2016,when,Daniels,wraps,up,the,second,season,of,Empire,on,FOX,.}",Danny Strong,3,4,Bill Condon,0,1,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],""INV_W_NER_L_3_R_1_[O ORGANIZATION O]_[O]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[ORGANIZATION O]_[O]"",""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_3_[ORGANIZATION O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[.]_[have],""INV_W_NER_L_3_R_2_[O ORGANIZATION O]_[O O]"",""INV_W_NER_L_3_R_3_[O ORGANIZATION O]_[O O O]"",""INV_W_NER_L_2_R_2_[ORGANIZATION O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_BETW_L_[amod conj_and]"",""INV_W_LEMMA_L_1_R_3_[.]_[have write the]"",""INV_W_LEMMA_L_3_R_3_[on fox .]_[have write the]"",""INV_BETW_D_[amod Danny conj_and]"",""INV_W_LEMMA_L_2_R_3_[fox .]_[have write the]"",""INV_BETW_[amod Danny conj_and]"",""INV_W_LEMMA_L_3_R_1_[on fox .]_[have]"",""INV_W_LEMMA_L_3_R_2_[on fox .]_[have write]"",""INV_W_LEMMA_L_2_R_2_[fox .]_[have write]"",""INV_W_LEMMA_L_2_R_1_[fox .]_[have]"",""INV_W_LEMMA_L_1_R_2_[.]_[have write]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.317796,-0.282554,-0.266275,0.240517,0.219782,-0.193801,0.145044,-0.107453,-0.103185,-0.10035,-0.0407692,0.000433496,0,0,0,0,0,0,0,0,0,0}"
